content,intent,Intent_number
this is of image scrapper,image_scrapper,88
sir the highlighted files are not getting instaalled as shown,python_import_error,89
and while running the app the error is same in both the cases,code_error,55
done all the procedure and this shows,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-8247b163c10e6eec457b8195b73e0612 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-8247b163c10e6eec457b8195b73e0612/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-8247b163c10e6eec457b8195b73e0612 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-8247b163c10e6eec457b8195b73e0612>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-8247b163c10e6eec457b8195b73e0612</a><OriginalName v=Untitled.png></OriginalName><FileSize v=112473></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
tried with conda install but same thing shows,need_help,23
and neither of the app is running,need_help,23
ok i will check it ,sure,18
and if app still not run i will let u know,sure,18
sir still not running after following all the process,need_help,23
still the same result in both the cases,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-fd24da442e2de3efb65d6f48f43d827e url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-fd24da442e2de3efb65d6f48f43d827e/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-fd24da442e2de3efb65d6f48f43d827e width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-fd24da442e2de3efb65d6f48f43d827e>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-fd24da442e2de3efb65d6f48f43d827e</a><OriginalName v=Untitled.png></OriginalName><FileSize v=112628></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
ok,good_bye,17
<partlist type=started alt= callId=6bda5ecb-9a00-40e8-b188-c5b619c5cfb7><part identity=live:yash20december><name>yash agrawal</name></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name></part></partlist>,O,4
<partlist type=ended alt= callId=6bda5ecb-9a00-40e8-b188-c5b619c5cfb7><part identity=live:yash20december><name>yash agrawal</name><duration>726.662</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>726.662</duration></part></partlist>,O,4
sir in stats the assignment which is to be submitted is by hand written or by python programing?,assignment_submittion,15
so will t be tought in class or we have to do it by self?,course_details,2
so this python programing for stats will be available on which best site ,need_help,23
can u name it?,need_help,23
i m not saying to copy i just want to know the structure of the program,need_help,23
ok sir sure,good_bye,17
yes sir,good_bye,17
"sir in covariance why the lower value gives higher consistancy , it means the fluctuation btwn sd is more? and is it necessary to consider covariance while predicting the feature in calculation with sd and variance?/ ",stats,90
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-c0d9a892e5dadf06b9552dee301a09be url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-c0d9a892e5dadf06b9552dee301a09be/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-c0d9a892e5dadf06b9552dee301a09be width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-c0d9a892e5dadf06b9552dee301a09be>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-c0d9a892e5dadf06b9552dee301a09be</a><OriginalName v=Untitled.png></OriginalName><FileSize v=164818></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
can u help me on this?,need_help,23
int object is not iterable,need_help,23
already applied still same ,need_help,23
here var is variance,need_help,23
and fx is the probability ,need_help,23
ok,good_bye,17
"x =[ 0, 1, 2, 3, 4, 5]n=len(x)fx= [0.09, 0.15, 0.40, 0.25, 0.10, 0.01]mean=sum(x*fx for (x,fx) in zip(x,fx))/sum(x)mean",code_error,55
var=[sum((item-mean)**2 for item in x)/sum(n)]var,code_error,55
ok,good_bye,17
"Let the continuous random variable D denote the diameter of the hole drilled in analuminum sheet. The target diameter to be achieved is 12.5mm. Randomdisturbances in the process often result in inaccuracy.Historical data shows that the distribution of D can be modelled by the PDF (d) =20eâˆ’20(dâˆ’12.5), d â‰¥ 12.5. If a part with diameter &gt; 12.6 mm needs to be scrapped,what is the proportion of those parts? What is the CDF when the diameter is of 11mm? What is your conclusion regarding the proportion of scraps?",code_error,55
sir i am not able to understand this question how to approach,need_help,23
can u please help on that?,need_help,23
variance=4sigma=variance**0.5mu=10x1=13z=(x1-mu)/sigma z,code_error,55
from scipy.stats import zscoreprint (zscore(z)),code_error,55
sir this code is showing error ,need_help,23
will u please help me on that,need_help,23
will u please help me on that,need_help,23
ok,good_bye,17
ok,good_bye,17
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-87944ff43602b89f9e9ab2084e76499f url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-87944ff43602b89f9e9ab2084e76499f/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-87944ff43602b89f9e9ab2084e76499f width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-87944ff43602b89f9e9ab2084e76499f>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-87944ff43602b89f9e9ab2084e76499f</a><OriginalName v=Untitled.png></OriginalName><FileSize v=193390></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
ok,good_bye,17
yes ,Thank_you,8
actually it was assignment question,assignment_doubt,30
statistics 1 assignment,assignment_stats,51
The current flow in a copper wire follow a normal distribution with a mean of 10 mAand a variance of 4 (mA)2.What is the probability that a current measurement will exceed 13 mA? What is theprobability that a current measurement is between 9 and 11mA? Determine thecurrent measurement which has a probability of 0.98.,assignment_stats,51
ok,Thank_you,8
sir in stats assignment 1 question number 9 and 10 am not geting the ans ,assignment_stats,51
how will i approach to solve it,need_help,23
will you please help me on that,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d3-6046be76ec105cfa5d40b32746f9e6d7 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d3-6046be76ec105cfa5d40b32746f9e6d7/views/imgt1_anim type=Picture.1 doc_id=0-sa-d3-6046be76ec105cfa5d40b32746f9e6d7 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d3-6046be76ec105cfa5d40b32746f9e6d7>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d3-6046be76ec105cfa5d40b32746f9e6d7</a><OriginalName v=Untitled.png></OriginalName><FileSize v=221550></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
sir in question number 9 how we will get pdf ,assignment_doubt,30
and in question number 10 the z value via python code as manually i am getting ,assignment_stats,51
while doing with python code how do we aprroach as i have done it while seeing the z score table manually,assignment_stats,51
sir from where this array value has come through will u please explain,need_help,23
sir the issue is implementation via python code that i am not getting,need_help,23
sir can i connect to jiwitesh sir  my image scrapper file still shows the same error,image_scrapper,88
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-b0507b49865aa32bb53687f6b15e816d url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-b0507b49865aa32bb53687f6b15e816d/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-b0507b49865aa32bb53687f6b15e816d width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-b0507b49865aa32bb53687f6b15e816d>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-b0507b49865aa32bb53687f6b15e816d</a><OriginalName v=Untitled.png></OriginalName><FileSize v=154427></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-0febdc69e2cd4f0cf9f9bd4f2ec2a4c0 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-0febdc69e2cd4f0cf9f9bd4f2ec2a4c0/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-0febdc69e2cd4f0cf9f9bd4f2ec2a4c0 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-0febdc69e2cd4f0cf9f9bd4f2ec2a4c0>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-0febdc69e2cd4f0cf9f9bd4f2ec2a4c0</a><OriginalName v=Untitled.png></OriginalName><FileSize v=160011></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
ok ,Thank_you,8
but how to remove this error,need_help,23
no yesterday jiwitesh sir told to use hise code again in new envs,need_help,23
and one more thing in stats assignment question number 10,assignment_stats,51
z score one i am not getting the solution ,assignment_stats,51
can u please help me on that,need_help,23
stats assignment 1,assignment_stats,51
ok,Thank_you,8
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d7-160d840110963ec52962e1c6a897d431 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d7-160d840110963ec52962e1c6a897d431/views/imgt1_anim type=Picture.1 doc_id=0-sa-d7-160d840110963ec52962e1c6a897d431 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-160d840110963ec52962e1c6a897d431>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d7-160d840110963ec52962e1c6a897d431</a><OriginalName v=Untitled.png></OriginalName><FileSize v=217442></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-e56f4174ea9440f25ba1814cbecc8380 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-e56f4174ea9440f25ba1814cbecc8380/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-e56f4174ea9440f25ba1814cbecc8380 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-e56f4174ea9440f25ba1814cbecc8380>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-e56f4174ea9440f25ba1814cbecc8380</a><OriginalName v=Untitled.png></OriginalName><FileSize v=169531></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-86b567c50ed580f132840c96646479d4 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-86b567c50ed580f132840c96646479d4/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-86b567c50ed580f132840c96646479d4 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-86b567c50ed580f132840c96646479d4>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-86b567c50ed580f132840c96646479d4</a><OriginalName v=Untitled.png></OriginalName><FileSize v=162741></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
sir mannually ia m getting the answer with the help of z score table,assignment_stats,51
but the main point here is how to do with programme,need_help,23
can i talk to jiwitesh sir regarding image scrapper,image_scrapper,88
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-647f0bd09a2568d3b628bc144f53b52d url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-647f0bd09a2568d3b628bc144f53b52d/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-647f0bd09a2568d3b628bc144f53b52d width=1366 height=1366>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-647f0bd09a2568d3b628bc144f53b52d>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-647f0bd09a2568d3b628bc144f53b52d</a><OriginalName v=Untitled.png></OriginalName><FileSize v=300146></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
already done,Thank_you,8
yes,Thank_you,8
ok but this is the 4th time you are sending me this file sir,sorry,24
i will see,Thank_you,8
ok,good_bye,17
so i have already worked on it but the same error arises,need_help,23
yes sir,Thank_you,8
sure,Thank_you,8
ok sir  i will ping you at your comfortable time,Thank_you,8
goodnight sir,good_bye,17
ok sir thank you,good_bye,17
sir can we have a talk now,need_help,23
sir yesterday jiwitesh sir asked to pin and have a conversation over image scrapper as it is still not running,image_scrapper,88
showing the same error,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-60ad20e53517d4475151067e2bf773a3 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-60ad20e53517d4475151067e2bf773a3/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-60ad20e53517d4475151067e2bf773a3 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-60ad20e53517d4475151067e2bf773a3>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-60ad20e53517d4475151067e2bf773a3</a><OriginalName v=Untitled.png></OriginalName><FileSize v=158741></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
ok,Thank_you,8
let me know the solution,sure,18
sir image scrapper,image_scrapper,88
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-cbe334bb0821bda2e5a3d59a0f847d2e url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-cbe334bb0821bda2e5a3d59a0f847d2e/views/original type=File.1 doc_id=0-sa-d4-cbe334bb0821bda2e5a3d59a0f847d2e>To view this file, go to: <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d4-cbe334bb0821bda2e5a3d59a0f847d2e>https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d4-cbe334bb0821bda2e5a3d59a0f847d2e</a><OriginalName v=app.py></OriginalName><FileSize v=4096></FileSize></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-1af0ba2546e057212588e285adb108eb url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-1af0ba2546e057212588e285adb108eb/views/original type=File.1 doc_id=0-sa-d8-1af0ba2546e057212588e285adb108eb>To view this file, go to: <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d8-1af0ba2546e057212588e285adb108eb>https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d8-1af0ba2546e057212588e285adb108eb</a><OriginalName v=chromedriver.exe></OriginalName><FileSize v=9615360></FileSize></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-93597d2630b0131a531673111cbebb63 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-93597d2630b0131a531673111cbebb63/views/original type=File.1 doc_id=0-sa-d4-93597d2630b0131a531673111cbebb63>To view this file, go to: <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d4-93597d2630b0131a531673111cbebb63>https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d4-93597d2630b0131a531673111cbebb63</a><OriginalName v=chromedriver_win32.zip></OriginalName><FileSize v=5204275></FileSize></URIObject>",O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-e1fa6269c94b6e1e836258e693b6f676 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-e1fa6269c94b6e1e836258e693b6f676/views/original type=File.1 doc_id=0-sa-d1-e1fa6269c94b6e1e836258e693b6f676>To view this file, go to: <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d1-e1fa6269c94b6e1e836258e693b6f676>https://login.skype.com/login/sso?go=webclient.xmm&amp;docid=0-sa-d1-e1fa6269c94b6e1e836258e693b6f676</a><OriginalName v=requirements.txt></OriginalName><FileSize v=748></FileSize></URIObject>",O,4
the code will get from github as provided,need_help,23
<a href=https://github.com/jiwitesh/ImageScrapper/blob/master/ImageScrapper/scraper.py>https://github.com/jiwitesh/ImageScrapper/blob/master/ImageScrapper/scraper.py</a>,O,4
already sent sir,Thank_you,8
ok,good_bye,17
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d1-35d035d65d9f2207ee662c396d3db919 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d1-35d035d65d9f2207ee662c396d3db919/views/imgt1_anim type=Picture.1 doc_id=0-sa-d1-35d035d65d9f2207ee662c396d3db919 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-35d035d65d9f2207ee662c396d3db919>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d1-35d035d65d9f2207ee662c396d3db919</a><OriginalName v=Untitled.png></OriginalName><FileSize v=187890></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
now this new error arises in image scrapper ,image_scrapper,88
please connect me to jiwitesh sir,sure,18
sir same error is comming,code_error,55
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d8-217cbd4aa913765548c81e5881757efc url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d8-217cbd4aa913765548c81e5881757efc/views/imgt1_anim type=Picture.1 doc_id=0-sa-d8-217cbd4aa913765548c81e5881757efc width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-217cbd4aa913765548c81e5881757efc>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d8-217cbd4aa913765548c81e5881757efc</a><OriginalName v=Untitled.png></OriginalName><FileSize v=152014></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
can you connect me to jiwiresh sir,sure,18
acha ok,Thank_you,8
well can you tell me about the error in the screenshot,code_error,55
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d6-4cb04abc37693bcae7462d06b1576bd9 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d6-4cb04abc37693bcae7462d06b1576bd9/views/imgt1_anim type=Picture.1 doc_id=0-sa-d6-4cb04abc37693bcae7462d06b1576bd9 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-4cb04abc37693bcae7462d06b1576bd9>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d6-4cb04abc37693bcae7462d06b1576bd9</a><OriginalName v=Untitled.png></OriginalName><FileSize v=165966></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
sir can we have a call now?,need_skype_call,20
<partlist type=started alt= callId=2b0b355b-0ab7-4417-b4f4-24a89050f52c><part identity=live:yash20december><name>yash agrawal</name></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name></part></partlist>,O,4
<partlist type=ended alt= callId=2b0b355b-0ab7-4417-b4f4-24a89050f52c><part identity=live:yash20december><name>yash agrawal</name><duration>442.92</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>442.92</duration></part></partlist>,O,4
still same error,code_error,55
i dont know what the mistake is going on ,need_help,23
every file sent by your side sir have the same problem,sorry,24
<URIObject type=Audio.1/Message.1 url_thumbnail=https://api.asm.skype.com/v1/objects/0-ea-d7-aedd62737baa6e4517da3f58ecee9ab6/views/thumbnail uri=https://api.asm.skype.com/v1/objects/0-ea-d7-aedd62737baa6e4517da3f58ecee9ab6>  <Title>Voicemail</Title>  <a href=https://login.skype.com/login/sso?go=webclient.xmm&amp;am=0-ea-d7-aedd62737baa6e4517da3f58ecee9ab6>Play</a>  <OriginalName v=voicemail.wav /></URIObject>,O,4
<partlist type=missed alt= callId=4d6905aa-c4d6-423a-b553-0b3a257d7a95><part identity=live:yash20december><name>yash agrawal</name><duration>36.345</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>36.345</duration></part></partlist>,O,4
<partlist type=missed alt= callId=4d6905aa-c4d6-423a-b553-0b3a257d7a95><part identity=live:yash20december><name>yash agrawal</name><duration>36.345</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>36.345</duration></part></partlist>,O,4
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-b35d1f946958b8c0eaaf15c2e9cfbf2a url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-b35d1f946958b8c0eaaf15c2e9cfbf2a/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-b35d1f946958b8c0eaaf15c2e9cfbf2a width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-b35d1f946958b8c0eaaf15c2e9cfbf2a>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-b35d1f946958b8c0eaaf15c2e9cfbf2a</a><OriginalName v=Untitled.png></OriginalName><FileSize v=170829></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
sir how can we remove this error,need_help,23
ok,Thank_you,8
thanks,Thank_you,8
p(-z&lt;Z&lt;z)=.99 how can we find z sir,code_error,55
am getting wrong ,need_help,23
z1=stats.norm.ppf(0.99) this one?,assignment_stats,51
sir ans is 2.52 but mine was 2.34 using  this one,need_help,23
ok,Thank_you,8
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-31763147c99971c5cefe2fd988aadb6b url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-31763147c99971c5cefe2fd988aadb6b/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-31763147c99971c5cefe2fd988aadb6b width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-31763147c99971c5cefe2fd988aadb6b>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-31763147c99971c5cefe2fd988aadb6b</a><OriginalName v=Untitled.png></OriginalName><FileSize v=183136></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
sir how to remove this error?,code_error,55
but its not giving the value ,need_help,23
is the approach right?,need_help,23
the p value is giving nan,need_help,23
but why it is not giving p value,need_help,23
ok,Thank_you,8
"data=[1008, 812, 1117, 1323, 1308, 1415, 831, 1021, 1287, 851, 930, 730, 699,872, 913, 944, 954, 987, 1695, 995, 1003, 994]mu_s=np.mean(data)mu=1035sd=240.37n=22alpha=0.05std_error=sd/(n**0.5)t_test=(mu_s-mu)/std_errorfrom scipy.stats import ttest_1sampttest,p_value=ttest_1samp(t_test,1031.32)print(p_value)if p_value &lt; 0.05:        print(&quot; we are rejecting null hypothesis&quot;)else:    print(&quot;we are accepting null hypothesis&quot;)",code_error,55
can u see whats wrong in this,need_help,23
ok it means i dont have to calculate the t value individually,stats,90
ok,Thank_you,8
one more thing while excepting the null hypothesis the statement made will be correct na?,stats,90
ok,Thank_you,8
"If a random sample of size 25 drawn from a normal population gives a mean of 60and a standard deviation of 4, find the range of t-scores where we can expect to findthe middle 95% of all sample means. Compute the probability that (âˆ’t0.05 &lt;t&lt;t0.10).",assignment_stats,51
sir in the above question how do we get sample mean,stats,90
sir it was population mean  na,stats,90
ok i get it,great,19
then what will be the population mean,stats,90
ok,Thank_you,8
it is showing invalid syntex error,code_error,55
why?,need_help,23
sir some error has came not able to take ss,need_help,23
"  File &quot;&lt;ipython-input-51-26854ce631bc&gt;&quot;, line 4    print scipy.stats.ttest_ind(rvs1,rvs2)              ^SyntaxError: invalid syntax",code_error,55
this is the error,code_error,55
ok,Thank_you,8
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d4-41f414bdd522582479e9f4e21ade5299 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d4-41f414bdd522582479e9f4e21ade5299/views/imgt1_anim type=Picture.1 doc_id=0-sa-d4-41f414bdd522582479e9f4e21ade5299 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-41f414bdd522582479e9f4e21ade5299>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d4-41f414bdd522582479e9f4e21ade5299</a><OriginalName v=Untitled.png></OriginalName><FileSize v=154771></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
how to remove this error,need_help,23
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d2-b6c2af3065e819df27149ec7a7b46ce8 url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d2-b6c2af3065e819df27149ec7a7b46ce8/views/imgt1_anim type=Picture.1 doc_id=0-sa-d2-b6c2af3065e819df27149ec7a7b46ce8 width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-b6c2af3065e819df27149ec7a7b46ce8>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d2-b6c2af3065e819df27149ec7a7b46ce8</a><OriginalName v=Untitled.png></OriginalName><FileSize v=178650></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
sir can u please tell about this error how to fix ,need_help,23
sir then the value which comes is it only pvalue or ttest value also ,stats,90
"<URIObject uri=https://api.asm.skype.com/v1/objects/0-sa-d5-6923b62f621e0406063a6246cd37eadc url_thumbnail=https://api.asm.skype.com/v1/objects/0-sa-d5-6923b62f621e0406063a6246cd37eadc/views/imgt1_anim type=Picture.1 doc_id=0-sa-d5-6923b62f621e0406063a6246cd37eadc width=1366 height=768>To view this shared photo, go to: <a href=https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-6923b62f621e0406063a6246cd37eadc>https://login.skype.com/login/sso?go=xmmfallback?pic=0-sa-d5-6923b62f621e0406063a6246cd37eadc</a><OriginalName v=Untitled.png></OriginalName><FileSize v=174334></FileSize><meta type=photo originalName=Untitled.png></meta></URIObject>",O,4
"x1=120p1=0.40p2=0.20n1=300x2=140n2=700population1 = np.random.binomial(1, p1, n1)population2 = np.random.binomial(1, p2, n2)pval = sm.stats.ttest_ind(population1, population2)print(pval)if pval&lt;alpha:    print(&quot;reject null hypothesis&quot;)else:    print(&quot;accept null hypothesis&quot;)",code_error,55
"x1=53p1=0.53p2=0.53n1=1000x2=43n2=100alpha=0.05population1 = np.random.binomial(1, p1, n1)population2 = np.random.binomial(1, p2, n2)pval =sm.stats.ttest_ind(population1, population2)print(pval)if pval&lt;alpha:    print(&quot;reject null hypothesis&quot;)else:    print(&quot;accept null hypothesis&quot;)",code_error,55
hello sir,Greetings,0
no worries,Thank_you,8
sir it is stats assignment 2,assignment_stats,51
ok,Thank_you,8
Comparisons of two population proportions when the hypothesized difference is zeroCarry out a two-tailed test of the equality of banksâ€™ share of the car loan market in1980 and 1995.Population 1: 1980n1 = 1000x1 = 53p 1 = 0.53Population 2: 1985n2 = 100x2 = 43p 2= 0.53,code_error,55
ok,Thank_you,8
import pandas as pdimport numpy as npimport seaborn as snsimport osimport mathimport statisticsimport matplotlib.pyplot as plt%matplotlib inlineimport scipy.statsfrom scipy import statsfrom scipy.stats import zscorefrom scipy.stats import normfrom scipy.special import ndtr as ndtrfrom scipy.stats import fimport statsmodels.api as sm,code_error,55
ok,Thank_you,8
<partlist type=started alt= callId=abdb0325-b262-4215-a6a9-80be5005356b><part identity=live:yash20december><name>yash agrawal</name></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name></part></partlist>,O,4
<partlist type=ended alt= callId=abdb0325-b262-4215-a6a9-80be5005356b><part identity=live:yash20december><name>yash agrawal</name><duration>471.93</duration></part><part identity=live:.cid.4933a22bf564744><name>support@ineuron.ai</name><duration>471.93</duration></part></partlist>,O,4
sir u haven&apos;t send yet,sorry,24
ok ,Thank_you,8
sir how to submit pdf file in stats assignment? can i provide in website url?,assignment_submittion,15
ok,Thank_you,8
sir pdf file can be pushed in git hub?,assignment_submittion,15
yes sir found it,great,19
